fold,subject,seed,stratum,true_label,predicted_label,count,model
loso_s5,5,20260924,all,1,1,127,EEGNet
loso_s5,5,20260924,all,1,2,17,EEGNet
loso_s5,5,20260924,all,1,3,0,EEGNet
loso_s5,5,20260924,all,1,4,0,EEGNet
loso_s5,5,20260924,all,2,1,132,EEGNet
loso_s5,5,20260924,all,2,2,12,EEGNet
loso_s5,5,20260924,all,2,3,0,EEGNet
loso_s5,5,20260924,all,2,4,0,EEGNet
loso_s5,5,20260924,all,3,1,132,EEGNet
loso_s5,5,20260924,all,3,2,12,EEGNet
loso_s5,5,20260924,all,3,3,0,EEGNet
loso_s5,5,20260924,all,3,4,0,EEGNet
loso_s5,5,20260924,all,4,1,127,EEGNet
loso_s5,5,20260924,all,4,2,17,EEGNet
loso_s5,5,20260924,all,4,3,0,EEGNet
loso_s5,5,20260924,all,4,4,0,EEGNet
loso_s5,5,20260924,unflagged,1,1,116,EEGNet
loso_s5,5,20260924,unflagged,1,2,17,EEGNet
loso_s5,5,20260924,unflagged,1,3,0,EEGNet
loso_s5,5,20260924,unflagged,1,4,0,EEGNet
loso_s5,5,20260924,unflagged,2,1,120,EEGNet
loso_s5,5,20260924,unflagged,2,2,11,EEGNet
loso_s5,5,20260924,unflagged,2,3,0,EEGNet
loso_s5,5,20260924,unflagged,2,4,0,EEGNet
loso_s5,5,20260924,unflagged,3,1,127,EEGNet
loso_s5,5,20260924,unflagged,3,2,11,EEGNet
loso_s5,5,20260924,unflagged,3,3,0,EEGNet
loso_s5,5,20260924,unflagged,3,4,0,EEGNet
loso_s5,5,20260924,unflagged,4,1,120,EEGNet
loso_s5,5,20260924,unflagged,4,2,16,EEGNet
loso_s5,5,20260924,unflagged,4,3,0,EEGNet
loso_s5,5,20260924,unflagged,4,4,0,EEGNet
loso_s5,5,20260924,flagged,1,1,11,EEGNet
loso_s5,5,20260924,flagged,1,2,0,EEGNet
loso_s5,5,20260924,flagged,1,3,0,EEGNet
loso_s5,5,20260924,flagged,1,4,0,EEGNet
loso_s5,5,20260924,flagged,2,1,12,EEGNet
loso_s5,5,20260924,flagged,2,2,1,EEGNet
loso_s5,5,20260924,flagged,2,3,0,EEGNet
loso_s5,5,20260924,flagged,2,4,0,EEGNet
loso_s5,5,20260924,flagged,3,1,5,EEGNet
loso_s5,5,20260924,flagged,3,2,1,EEGNet
loso_s5,5,20260924,flagged,3,3,0,EEGNet
loso_s5,5,20260924,flagged,3,4,0,EEGNet
loso_s5,5,20260924,flagged,4,1,7,EEGNet
loso_s5,5,20260924,flagged,4,2,1,EEGNet
loso_s5,5,20260924,flagged,4,3,0,EEGNet
loso_s5,5,20260924,flagged,4,4,0,EEGNet
